fact_id,relation,subject,object,subject_ids,relation_ids,object_ids,fact_class
fact_002783, tags ,组成,运动,[8120],"[27634, 223]",[5633],main
fact_002784, marks ,兵力,でしょうか,[56217],"[15844, 223]",[89140],main
fact_002785, pairs ,然大,在法律,[58866],"[16354, 223]",[116028],main
fact_002786, cites ,回头,羲,[24390],"[75848, 223]",[60857],main
fact_002787, names ,凭什么,Km,[73094],"[6362, 223]",[114717],main
fact_002788, keys ,chnung,osure,[94835],"[18222, 223]",[7343],main
fact_002789, binds ,下沉,或者说,[66465],"[51906, 223]",[42914],main
fact_002790, knows ,ních,iemann,[34935],"[11457, 223]",[64971],main
fact_002791, stores ,的价值,‑,[35149],"[16765, 223]",[43360],main
fact_002792, maps ,IMP,当局,[70871],"[17942, 223]",[48290],main
fact_002793, tags ,爆料,疲倦,[91495],"[27634, 223]",[84745],main
fact_002794, marks ,рин,Registry,[56340],"[15844, 223]",[79233],main
fact_002795, pairs ,tre,顶点,[9204],"[16354, 223]",[44027],main
fact_002796, cites ,acid,xter,[66190],"[75848, 223]",[67286],main
fact_002797, names ,บุคคล,astes,[114951],"[6362, 223]",[34240],main
fact_002798, keys ,Slot,姐,[79482],"[18222, 223]",[5060],main
fact_002799, binds ,Ads,球菌,[101089],"[51906, 223]",[67928],main
fact_002800, knows ,另一個,late,[105700],"[11457, 223]",[18254],main
fact_002801, stores ,雅的,ým,[84441],"[16765, 223]",[24193],main
fact_002802, maps ,card,خصوص,[15207],"[17942, 223]",[115391],main
fact_002803, tags ,形成的,碟,[24366],"[27634, 223]",[48534],main
fact_002804, marks ,鸥,对应于,[87778],"[15844, 223]",[119972],main
fact_002805, pairs ,であり,ema,[67287],"[16354, 223]",[8436],main
fact_002806, cites ,和家长,texte,[112273],"[75848, 223]",[91631],main
fact_002807, names ,南宁,和无,[59217],"[6362, 223]",[67021],main
fact_002808, keys ,共产主义,identical,[53019],"[18222, 223]",[125699],main
fact_002809, binds ,在美国,兩個人,[32193],"[51906, 223]",[96652],main
fact_002810, knows ,اسم,"""><",[33851],"[11457, 223]",[15073],main
fact_002811, stores ,水解,\M,[78350],"[16765, 223]",[100882],main
fact_002812, maps ,隘,话来,[80530],"[17942, 223]",[93985],main
fact_002813, tags ,地铁,aplenty,[33175],"[27634, 223]",[60846],main
fact_002814, marks ,@@,就差,[38835],"[15844, 223]",[127368],main
fact_002815, pairs ,尽情,출,[73375],"[16354, 223]",[35154],main
fact_002816, cites ,一把手,ächen,[124994],"[75848, 223]",[91974],main
fact_002817, names ,绎,iology,[41346],"[6362, 223]",[12453],main
fact_002818, keys ,八一,冰淇淋,[107575],"[18222, 223]",[92747],main
fact_002819, binds ,涼,和治疗,[52469],"[51906, 223]",[102573],main
fact_002820, knows ,ophyte,uant,[111377],"[11457, 223]",[23783],main
fact_002821, stores ,MMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMM,хал,[59785],"[16765, 223]",[106360],main
fact_002822, maps ,editor,unting,[65458],"[17942, 223]",[26079],main
fact_002823, tags ,holders,793,[11878],"[27634, 223]",[31601],main
fact_002824, marks ,ැ,歌舞,[90405],"[15844, 223]",[63945],main
fact_002825, pairs ,红十字,Receive,[80482],"[16354, 223]",[75213],main
fact_002826, cites ,shake,Ill,[86868],"[75848, 223]",[29701],main
fact_002827, names ,之苦,نب,[121404],"[6362, 223]",[88621],main
fact_002828, keys ,过关,体温,[94019],"[18222, 223]",[35504],main
fact_002829, binds ,视觉,referentziak,[23038],"[51906, 223]",[98649],main
fact_002830, knows ,Windows,foreign,[29824],"[11457, 223]",[67819],main
fact_002831, stores ,中国队,Song,[126898],"[16765, 223]",[66120],main
fact_002832, maps ,这三个,ON,[52315],"[17942, 223]",[1964],main
fact_002833, tags ,Gs,Slice,[37442],"[27634, 223]",[62273],main
fact_002834, marks ,※,{l,[38942],"[15844, 223]",[101320],main
fact_002835, pairs ,ine,",in",[560],"[16354, 223]",[98279],main
fact_002836, cites ,стом,的血,[81093],"[75848, 223]",[47027],main
fact_002837, names ,{#,不方便,[108098],"[6362, 223]",[77677],main
fact_002838, keys ,Bull,wed,[99414],"[18222, 223]",[31843],main
fact_002839, binds ,我们会,笑语,[42905],"[51906, 223]",[101664],main
fact_002840, knows ,peak,羞辱,[61181],"[11457, 223]",[104774],main
fact_002841, stores ,neut,落在,[116163],"[16765, 223]",[27442],main
fact_002842, maps ,ppard,新加坡,[123624],"[17942, 223]",[37835],main
fact_002843, tags ,peat,fluss,[29073],"[27634, 223]",[97648],main
fact_002844, marks ,ظمة,Fig,[72522],"[15844, 223]",[9989],main
fact_002845, pairs ,weise,ad,[32367],"[16354, 223]",[360],main
fact_002846, cites ,这等,rawd,[91463],"[75848, 223]",[113186],main
fact_002847, names ,将这个,ADO,[125104],"[6362, 223]",[73437],main
fact_002848, keys ,]he,肺结核,[98954],"[18222, 223]",[120425],main
fact_002849, binds ,нет,居中,[40282],"[51906, 223]",[111801],main
fact_002850, knows ,wart,写字,[16648],"[11457, 223]",[56985],main
fact_002851, stores ,једи,瀛,[120266],"[16765, 223]",[103518],main
fact_002852, maps ,Providers,讼,[127589],"[17942, 223]",[13998],main
fact_002853, tags ,云飞,836,[121524],"[27634, 223]",[31336],main
fact_002854, marks ,素有,根本没,[114836],"[15844, 223]",[112323],main
fact_002855, pairs ,grey,整套,[117666],"[16354, 223]",[87354],main
fact_002856, cites ,UK,很强,[20022],"[75848, 223]",[56135],main
fact_002857, names ,(at,",)",[111410],"[6362, 223]",[71777],main
fact_002858, keys ,这使得,不久前,[94347],"[18222, 223]",[108400],main
fact_002859, binds ,-Four,不一样,[105439],"[51906, 223]",[21255],main
fact_002860, knows ,description,的问题是,[20855],"[11457, 223]",[115234],main
fact_002861, stores ,四项,此举,[91523],"[16765, 223]",[96205],main
fact_002862, maps ,我并不,-year,[123626],"[17942, 223]",[6680],main
fact_002863, tags ,中队,傳承,[61902],"[27634, 223]",[126164],main
fact_002864, marks ,---------,天平,[94916],"[15844, 223]",[96785],main
fact_002865, pairs ,ijn,针,[8526],"[16354, 223]",[5170],main
fact_002866, cites ,Really,(char,[68080],"[75848, 223]",[35329],main
fact_002867, names ,的边缘,coe,[122381],"[6362, 223]",[58389],main
fact_002868, keys ,河北,*(,[22351],"[18222, 223]",[18390],main
fact_002869, binds ,越來越,美国总统,[67088],"[51906, 223]",[101578],main
fact_002870, knows ,Commands,ichi,[118843],"[11457, 223]",[33361],main
fact_002871, stores ,ellular,lices,[19390],"[16765, 223]",[120917],main
fact_002872, maps ,itions,amate,[2318],"[17942, 223]",[55158],main
fact_002873, tags ,溺水,DOWN,[94321],"[27634, 223]",[52872],main
fact_002874, marks ,汛,家校,[42985],"[15844, 223]",[120209],main
fact_002875, pairs ,檢查,iforn,[51723],"[16354, 223]",[8057],main
fact_002876, cites ,|<,anni,[101179],"[75848, 223]",[35334],main
fact_002877, names ,.I,培训,[16244],"[6362, 223]",[7598],main
fact_002878, keys ,资产管理,-del,[89294],"[18222, 223]",[56639],main
fact_002879, binds ,Suddenly,保养,[93343],"[51906, 223]",[39527],main
fact_002880, knows ,тельной,相交,[35669],"[11457, 223]",[54948],main
fact_002881, stores ,关系和,接管,[103266],"[16765, 223]",[85982],main
fact_002882, maps ,当头,лены,[124507],"[17942, 223]",[48848],main
fact_002883, tags ,re,接手,[266],"[27634, 223]",[108920],main
fact_002884, marks ,нение,-ta,[35433],"[15844, 223]",[121223],main
fact_002885, pairs ,whole,太好,[86639],"[16354, 223]",[76011],main
fact_002886, cites ,Pair,降价,[50003],"[75848, 223]",[82201],main
fact_002887, names ,所使用的,uracy,[96748],"[6362, 223]",[10571],main
fact_002888, keys ,Chain,キュ,[63076],"[18222, 223]",[117838],main
fact_002889, binds ,节能减排,/Hr,[124437],"[51906, 223]",[126012],main
fact_002890, knows ,強,NL,[10336],"[11457, 223]",[45214],main
fact_002891, stores ,rizione,ologists,[95264],"[16765, 223]",[16082],main
fact_002892, maps ,charge,wnie,[15082],"[17942, 223]",[33608],main
fact_002893, tags ,iennent,售价,[64640],"[27634, 223]",[47345],main
fact_002894, marks ,ció,的各种,[29255],"[15844, 223]",[36168],main
fact_002895, pairs ,一架,有力,[96179],"[16354, 223]",[29177],main
fact_002896, cites ,{e,_replace,[27405],"[75848, 223]",[94398],main
fact_002897, names ,extra,学院的,[53173],"[6362, 223]",[64161],main
fact_002898, keys ,ерх,-if,[37271],"[18222, 223]",[88385],main
fact_002899, binds ,的首,欣欣,[37118],"[51906, 223]",[123598],main
fact_002900, knows ,产区,_var,[92294],"[11457, 223]",[72321],main
fact_002901, stores ,挡,বিদ্যাল,[14382],"[16765, 223]",[124402],main
fact_002902, maps ,软,40,[5578],"[17942, 223]",[1484],main
fact_002903, tags ,丫头,参考资料,[39400],"[27634, 223]",[122560],main
fact_002904, marks ,:I,旨,[78741],"[15844, 223]",[15134],main
fact_002905, pairs ,侧面,.Def,[43649],"[16354, 223]",[75350],main
fact_002906, cites ,遍,'></,[7113],"[75848, 223]",[124856],main
fact_002907, names ,asting,िय,[19752],"[6362, 223]",[42190],main
fact_002908, keys ,"""Well",办公楼,[79623],"[18222, 223]",[108107],main
fact_002909, binds ,iban,াভ,[44373],"[51906, 223]",[65278],main
fact_002910, knows ,深入地,所谓,[116771],"[11457, 223]",[10586],main
fact_002911, stores ,จากการ,Socket,[69024],"[16765, 223]",[48225],main
fact_002912, maps ,一点点,Military,[45035],"[17942, 223]",[109909],main
fact_002913, tags ,哈哈大笑,amus,[81485],"[27634, 223]",[56817],main
fact_002914, marks ,今年,יא,[8677],"[15844, 223]",[16593],main
fact_002915, pairs ,ophytes,猴,[88148],"[16354, 223]",[24068],main
fact_002916, cites ,ennials,禁,[94086],"[75848, 223]",[6898],main
fact_002917, names ,ý,承租,[4266],"[6362, 223]",[68446],main
fact_002918, keys ,召开的,孤立,[82085],"[18222, 223]",[67308],main
fact_002919, binds ,出现,每一个人,[4003],"[51906, 223]",[58292],main
fact_002920, knows ,进入到,);,[77392],"[11457, 223]",[3171],main
fact_002921, stores ,hör,的技能,[61160],"[16765, 223]",[121579],main
fact_002922, maps ,部部长,Fer,[79674],"[17942, 223]",[88610],main
fact_002923, tags ,全心全意为,'Or,[121480],"[27634, 223]",[102713],main
fact_002924, marks ,راق,晚年,[86618],"[15844, 223]",[67443],main
fact_002925, pairs ,拼音,χα,[47478],"[16354, 223]",[84072],main
fact_002926, cites ,ikuti,糖尿,[102104],"[75848, 223]",[28366],main
fact_002927, names ,所占,waż,[68004],"[6362, 223]",[59191],main
fact_002928, keys ,izy,是三,[103578],"[18222, 223]",[116043],main
fact_002929, binds ,他强调,发展中国家,[109091],"[51906, 223]",[69699],main
fact_002930, knows ,不妥,達,[98970],"[11457, 223]",[14693],main
fact_002931, stores ,States,校友,[68974],"[16765, 223]",[53463],main
fact_002932, maps ,总监,.preventDefault,[50874],"[17942, 223]",[95391],main
fact_002933, tags ,避开,闪现,[55336],"[27634, 223]",[118321],main
fact_002934, marks ,沸,终端,[26167],"[15844, 223]",[33605],main
fact_002935, pairs ,灯,apid,[7051],"[16354, 223]",[80974],main
fact_002936, cites ,均在,anmar,[91368],"[75848, 223]",[54225],main
fact_002937, names ,会有,hd,[12692],"[6362, 223]",[28545],main
fact_002938, keys ,。。。,دا,[44245],"[18222, 223]",[27613],main
fact_002939, binds ,Batch,张力,[83469],"[51906, 223]",[63511],main
fact_002940, knows ,打死,leased,[67339],"[11457, 223]",[42427],main
fact_002941, stores ,更好,olds,[13183],"[16765, 223]",[10901],main
fact_002942, maps ,有一条,say,[76312],"[17942, 223]",[53072],main
fact_002943, tags ,其原因,乒乓球,[84244],"[27634, 223]",[75191],main
fact_002944, marks ,朋友们,」「,[42656],"[15844, 223]",[54321],main
fact_002945, pairs ,砥,身边的,[71515],"[16354, 223]",[42268],main
fact_002946, cites ,etik,fires,[83783],"[75848, 223]",[65457],main
fact_002947, names ,untos,ранения,[55377],"[6362, 223]",[80070],main
fact_002948, keys ,艺人,race,[64560],"[18222, 223]",[11276],main
fact_002949, binds ,孕期,/**,[77090],"[51906, 223]",[49756],main
fact_002950, knows ,捏,UF,[23745],"[11457, 223]",[39469],main
fact_002951, stores ,-hit,拥,[118835],"[16765, 223]",[6960],main
fact_002952, maps ,count,.ok,[10499],"[17942, 223]",[103504],main
fact_002953, tags ,dek,YES,[60575],"[27634, 223]",[51346],main
fact_002954, marks ,亟,灭了,[74338],"[15844, 223]",[79762],main
fact_002955, pairs ,ák,ilitary,[25073],"[16354, 223]",[23928],main
fact_002956, cites ,两名,现象,[51071],"[75848, 223]",[9213],main
fact_002957, names ,Grid,巴萨,[24468],"[6362, 223]",[102537],main
fact_002958, keys ,人生观,ólogo,[127111],"[18222, 223]",[120052],main
fact_002959, binds ,校区,甲,[44070],"[51906, 223]",[5492],main
fact_002960, knows ,/W,plots,[32061],"[11457, 223]",[84891],main
fact_002961, stores ,Men,ető,[37682],"[16765, 223]",[113610],main
fact_002962, maps ,哎,куль,[23304],"[17942, 223]",[73383],main
fact_002963, tags ,cious,有条件,[8082],"[27634, 223]",[110501],main
fact_002964, marks ,unds,内膜,[122049],"[15844, 223]",[71743],main
fact_002965, pairs ,гон,脆弱,[87167],"[16354, 223]",[52014],main
fact_002966, cites ,riften,三代,[80949],"[75848, 223]",[76087],main
fact_002967, names ,erschied,但在,[48854],"[6362, 223]",[18332],main
fact_002968, keys ,萍,着想,[28970],"[18222, 223]",[91615],main
fact_002969, binds ,single,Chi,[54492],"[51906, 223]",[86218],main
fact_002970, knows ,湖北,光电,[22368],"[11457, 223]",[58961],main
fact_002971, stores ,iece,粘连,[31732],"[16765, 223]",[103058],main
fact_002972, maps ,给了,struct,[16289],"[17942, 223]",[8325],main
fact_002973, tags ,放在,"""},",[9501],"[27634, 223]",[87928],main
fact_002974, marks ,username,採取,[22606],"[15844, 223]",[114204],main
fact_002975, pairs ,行业中,得有,[112022],"[16354, 223]",[120330],main
fact_002976, cites ,Evaluate,並沒有,[54204],"[75848, 223]",[60542],main
fact_002977, names ,性生活,自己能,[103336],"[6362, 223]",[110084],main
fact_002978, keys ,之中的,erv,[55504],"[18222, 223]",[908],main
fact_002979, binds ,水产,击中,[81239],"[51906, 223]",[94811],main
fact_002980, knows ,据,改进,[1616],"[11457, 223]",[18656],main
fact_002981, stores ,_US,液相,[34580],"[16765, 223]",[126159],main
fact_002982, maps ,else,溝,[9267],"[17942, 223]",[64936],main
fact_002983, tags ,了嗎,查看更多,[91454],"[27634, 223]",[126262],main
fact_002984, marks ,/><,.jpeg,[27666],"[15844, 223]",[126794],main
fact_002985, pairs ,angel,开始,[17945],"[16354, 223]",[3257],main
fact_002986, cites ,_type,收发,[15136],"[75848, 223]",[127780],main
fact_002987, names ,feet,笑哭,[107876],"[6362, 223]",[104692],main
fact_002988, keys ,拆卸,佃,[86692],"[18222, 223]",[105651],main
fact_002989, binds ,.key,avirus,[39574],"[51906, 223]",[20745],main
fact_002990, knows ,viron,Eur,[2465],"[11457, 223]",[125871],main
fact_002991, stores ,考古,脓肿,[40594],"[16765, 223]",[93858],main
fact_002992, maps ,ATH,它对,[19394],"[17942, 223]",[86402],main
fact_002993, tags ,收益,她觉得,[13189],"[27634, 223]",[112898],main
fact_002994, marks ,aktor,ليز,[48872],"[15844, 223]",[24755],main
fact_002995, pairs ,买了,EFL,[33349],"[16354, 223]",[87951],main
fact_002996, cites ,應當,晰,[126907],"[75848, 223]",[15978],main
fact_002997, names ,hese,玉米,[95789],"[6362, 223]",[25724],main
fact_002998, keys ,徙,tags,[65364],"[18222, 223]",[44175],main
fact_002999, binds ,Parser,最开始,[40563],"[51906, 223]",[105642],main
fact_003000, knows ,educ,"""N",[29242],"[11457, 223]",[114682],main
fact_003001, stores ,riks,.fetch,[59235],"[16765, 223]",[103417],main
fact_003002, maps ,贯,科研,[9071],"[17942, 223]",[16369],main
fact_003003, tags ,otroph,睬,[101263],"[27634, 223]",[122479],main
fact_003004, marks ,看作是,邯郸,[99251],"[15844, 223]",[100002],main
fact_003005, pairs ,angle,可持续,[6834],"[16354, 223]",[27845],main
fact_003006, cites ,LLE,晒太阳,[83250],"[75848, 223]",[121140],main
fact_003007, names ,发布,AGT,[7582],"[6362, 223]",[102354],main
fact_003008, keys ,撰,层面,[22251],"[18222, 223]",[30474],main
fact_003009, binds ,进士,职工,[71138],"[51906, 223]",[10645],main
fact_003010, knows ,்ண,獸,[115015],"[11457, 223]",[37323],main
fact_003011, stores ,而坐,职权,[124739],"[16765, 223]",[51812],main
fact_003012, maps ,опас,台上,[51842],"[17942, 223]",[34473],main
fact_003013, tags ,地點,人是,[109795],"[27634, 223]",[31248],main
fact_003014, marks ,738,consum,[30143],"[15844, 223]",[59935],main
fact_003015, pairs ,eneral,iations,[38573],"[16354, 223]",[20221],main
fact_003016, cites ,电影的,屋檐,[117092],"[75848, 223]",[127999],main
fact_003017, names ,fake,idity,[106405],"[6362, 223]",[13168],main
fact_003018, keys ,Hol,ostat,[62667],"[18222, 223]",[49413],main
fact_003019, binds ,香水,若不,[73602],"[51906, 223]",[83824],main
fact_003020, knows ,ョ,一次的,[71802],"[11457, 223]",[114978],main
fact_003021, stores ,来个,ross,[95340],"[16765, 223]",[1962],main
fact_003022, maps ,再加上,民主生活会,[26778],"[17942, 223]",[121728],main
fact_003023, tags ,bor,共同的,[6971],"[27634, 223]",[61200],main
fact_003024, marks ,厮,atorio,[55704],"[15844, 223]",[47233],main
fact_003025, pairs ,単,流行的,[39708],"[16354, 223]",[57969],main
fact_003026, cites ,ativ,背书,[11398],"[75848, 223]",[102916],main
fact_003027, names ,併,compet,[72368],"[6362, 223]",[36301],main
fact_003028, keys ,518,腦袋,[25089],"[18222, 223]",[78432],main
fact_003029, binds ,ах,.ch,[33247],"[51906, 223]",[28501],main
fact_003030, knows ,围攻,他自己的,[98627],"[11457, 223]",[108293],main
fact_003031, stores ,և,Literal,[30890],"[16765, 223]",[98853],main
fact_003032, maps ,.custom,唯有,[126647],"[17942, 223]",[43563],main
fact_003033, tags ,57,URCE,[3351],"[27634, 223]",[82917],main
fact_003034, marks ,ايا,(l,[120461],"[15844, 223]",[11220],main
fact_003035, pairs ,其特征在于,лая,[83598],"[16354, 223]",[109491],main
fact_003036, cites ,花了,terior,[43351],"[75848, 223]",[14268],main
fact_003037, names ,OJ,ան,[124135],"[6362, 223]",[9241],main
fact_003038, keys ,bah,背,[47702],"[18222, 223]",[4358],main
fact_003039, binds ,"""Oh",环境保护,[74307],"[51906, 223]",[39994],main
fact_003040, knows ,省级,-energy,[28440],"[11457, 223]",[47079],main
fact_003041, stores ,跟鞋,踩着,[99255],"[16765, 223]",[119641],main
fact_003042, maps ,스를,我也,[95292],"[17942, 223]",[12422],main
fact_003043, tags ,廣告,غراف,[94042],"[27634, 223]",[56814],main
fact_003044, marks ,卵管,感染,[93717],"[15844, 223]",[11016],main
fact_003045, pairs ,/library,群众的,[122414],"[16354, 223]",[45832],main
fact_003046, cites ,"{""",拒不,[24313],"[75848, 223]",[97799],main
fact_003047, names ,yc,солют,[32022],"[6362, 223]",[86949],main
fact_003048, keys ,(z,β,[19611],"[18222, 223]",[8133],main
fact_003049, binds ,ews,olytic,[74563],"[51906, 223]",[55632],main
fact_003050, knows ,坡度,谈心,[94741],"[11457, 223]",[108398],main
fact_003051, stores ,herent,brain,[14492],"[16765, 223]",[50561],main
fact_003052, maps ,强烈,閉,[25235],"[17942, 223]",[39753],main
fact_003053, tags ,Chan,全面地,[110873],"[27634, 223]",[110740],main
fact_003054, marks ,几点,meg,[39404],"[15844, 223]",[75639],main
fact_003055, pairs ,继续说道,宛,[112722],"[16354, 223]",[31665],main
fact_003056, cites ,roff,一个人在,[90128],"[75848, 223]",[121812],main
fact_003057, names ,知,экономи,[1254],"[6362, 223]",[117419],main
fact_003058, keys ,不适合,宣传活动,[58788],"[18222, 223]",[69153],main
fact_003059, binds ,aire,上涨,[12235],"[51906, 223]",[19542],main
fact_003060, knows ,腐,合并,[11178],"[11457, 223]",[21093],main
fact_003061, stores ,ändern,split,[87395],"[16765, 223]",[19134],main
fact_003062, maps ,科技创新,实事,[46973],"[17942, 223]",[33151],main
fact_003063, tags ,ствующи,[::-,[48521],"[27634, 223]",[127929],main
fact_003064, marks ,_run,Ni,[111297],"[15844, 223]",[40868],main
fact_003065, pairs ,92,穿著,[6152],"[16354, 223]",[100093],main
fact_003066, cites ,一面,عب,[28323],"[75848, 223]",[31277],main
fact_003067, names ,字号,胖子,[67527],"[6362, 223]",[46798],main
fact_003068, keys ,十一条,烂,[79257],"[18222, 223]",[15570],main
fact_003069, binds ,rn,上讲,[36975],"[51906, 223]",[106722],main
fact_003070, knows ,๔,人不,[122175],"[11457, 223]",[34199],main
fact_003071, stores ,dock,的第一个,[100706],"[16765, 223]",[87613],main
fact_003072, maps ,هم,ีน,[9011],"[17942, 223]",[50043],main
fact_003073, tags ,etermined,幺,[26564],"[27634, 223]",[80493],main
fact_003074, marks ,typed,电工,[27212],"[15844, 223]",[93464],main
fact_003075, pairs ,ostream,ategorical,[22701],"[16354, 223]",[116621],main
fact_003076, cites ,raphics,考,[53581],"[75848, 223]",[1848],main
fact_003077, names ,好在,rav,[42007],"[6362, 223]",[10356],main
fact_003078, keys ,海盗,icro,[97921],"[18222, 223]",[2957],main
fact_003079, binds ,適當,忐,[126074],"[51906, 223]",[85344],main
fact_003080, knows ,警务,来不及,[90971],"[11457, 223]",[49809],main
fact_003081, stores ,槟,改成,[83402],"[16765, 223]",[78569],main
fact_003082, maps ,闺,韶,[40936],"[17942, 223]",[49244],main
fact_003083, tags ,中药材,的亲,[119549],"[27634, 223]",[127822],main
fact_003084, marks ,itects,+}\),[42298],"[15844, 223]",[42182],main
fact_003085, pairs ,rieg,465,[41849],"[16354, 223]",[23516],main
fact_003086, cites ,更具,kiej,[66147],"[75848, 223]",[81523],main
fact_003087, names ,asers,sequences,[85857],"[6362, 223]",[53631],main
fact_003088, keys ,方向的,968,[54864],"[18222, 223]",[30898],main
fact_003089, binds ,鹅,奴隶,[29677],"[51906, 223]",[44640],main
fact_003090, knows ,len,TER,[6321],"[11457, 223]",[9368],main
fact_003091, stores ,anggap,清爽,[105571],"[16765, 223]",[63416],main
fact_003092, maps ,MV,رح,[52213],"[17942, 223]",[109579],main
fact_003093, tags ,最佳,(pos,[18172],"[27634, 223]",[76513],main
fact_003094, marks ,219,reys,[14917],"[15844, 223]",[106272],main
fact_003095, pairs ,Love,治好,[36896],"[16354, 223]",[116861],main
fact_003096, cites ,类别,与他人,[34410],"[75848, 223]",[93910],main
fact_003097, names ,技巧,.Find,[17088],"[6362, 223]",[59886],main
fact_003098, keys ,不出来,肌腱,[56950],"[18222, 223]",[120313],main
fact_003099, binds ,ーツ,mixed,[96960],"[51906, 223]",[122545],main
fact_003100, knows ,祐,slow,[91102],"[11457, 223]",[73751],main
fact_003101, stores ,цин,ிள,[57197],"[16765, 223]",[122266],main
fact_003102, maps ,某些,不是,[13479],"[17942, 223]",[2099],main
fact_003103, tags ,-b,gericht,[1761],"[27634, 223]",[124763],main
fact_003104, marks ,channel,为基础的,[60271],"[15844, 223]",[93826],main
fact_003105, pairs ,功能障碍,unku,[87803],"[16354, 223]",[91328],main
fact_003106, cites ,Party,mj,[68584],"[75848, 223]",[89296],main
fact_003107, names ,北极,法律的,[79282],"[6362, 223]",[61711],main
fact_003108, keys ,قلاب,结构和,[121982],"[18222, 223]",[54475],main
fact_003109, binds ,决不,ickson,[111651],"[51906, 223]",[110029],main
fact_003110, knows ,TRACT,րան,[93569],"[11457, 223]",[101771],main
fact_003111, stores ,失措,考生,[122355],"[16765, 223]",[19261],main
fact_003112, maps ,378,ica,[21796],"[17942, 223]",[3309],main
fact_003113, tags ,เม,آ,[16310],"[27634, 223]",[15926],main
fact_003114, marks ,Tor,睁,[42388],"[15844, 223]",[23414],main
fact_003115, pairs ,代的,(request,[48359],"[16354, 223]",[35271],main
fact_003116, cites ,玻,Account,[13907],"[75848, 223]",[21959],main
fact_003117, names ,层面上,紊乱,[107686],"[6362, 223]",[60003],main
fact_003118, keys ,illar,puter,[103189],"[18222, 223]",[22635],main
fact_003119, binds ,oving,发力,[23049],"[51906, 223]",[54524],main
fact_003120, knows ,苒,otle,[100773],"[11457, 223]",[37745],main
fact_003121, stores ,迷失,急忙,[80521],"[16765, 223]",[35175],main
fact_003122, maps ,-friendly,.fit,[20718],"[17942, 223]",[70875],main
fact_003123, tags ,ху,条件下,[46304],"[27634, 223]",[21193],main
fact_003124, marks ,stag,Ę,[71624],"[15844, 223]",[106702],main
fact_003125, pairs ,origine,оре,[68086],"[16354, 223]",[38124],main
fact_003126, cites ,营养素,ာအုပ်စ,[123356],"[75848, 223]",[70722],main
fact_003127, names ,在网上,強化,[65663],"[6362, 223]",[99730],main
fact_003128, keys ,占总,ал,[66017],"[18222, 223]",[11262],main
fact_003129, binds ,茫茫,lot,[66730],"[51906, 223]",[34929],main
fact_003130, knows ,清香,-dose,[73856],"[11457, 223]",[65499],main
fact_003131, stores ,吃的,设计中,[20886],"[16765, 223]",[81566],main
fact_003132, maps ,翡,筹,[43748],"[17942, 223]",[11560],main
fact_003133, tags ,овая,八九,[44354],"[27634, 223]",[81528],main
fact_003134, marks ,皇子,首先是,[47043],"[15844, 223]",[54822],main
fact_003135, pairs ,741,．．,[29573],"[16354, 223]",[80816],main
fact_003136, cites ,:String,льных,[98063],"[75848, 223]",[30191],main
fact_003137, names ,-We,看完,[92341],"[6362, 223]",[41083],main
fact_003138, keys ,結,ards,[10123],"[18222, 223]",[2742],main
fact_003139, binds ,That,記得,[7230],"[51906, 223]",[63991],main
fact_003140, knows ,elska,.《,[104637],"[11457, 223]",[43556],main
fact_003141, stores ,熟知,GM,[103374],"[16765, 223]",[30746],main
fact_003142, maps ,政策措施,无线电,[123257],"[17942, 223]",[77747],main
fact_003143, tags ,Les,能,[20611],"[27634, 223]",[659],main
fact_003144, marks ,看图,メ,[121992],"[15844, 223]",[17410],main
fact_003145, pairs ,oos,亩,[70249],"[16354, 223]",[16876],main
fact_003146, cites ,一封,\tau,[104675],"[75848, 223]",[76752],main
fact_003147, names ,inement,同在,[35829],"[6362, 223]",[123374],main
fact_003148, keys ,Legal,出炉,[76602],"[18222, 223]",[90958],main
fact_003149, binds ,")\),",相较于,[39950],"[51906, 223]",[103183],main
fact_003150, knows ,Holly,的家庭,[121626],"[11457, 223]",[55687],main
fact_003151, stores ,短信,对此,[41004],"[16765, 223]",[19440],main
fact_003152, maps ,ِّ,小了,[46314],"[17942, 223]",[113433],main
fact_003153, tags ,成员国,ederbörd,[83794],"[27634, 223]",[73933],main
fact_003154, marks ,hear,实现,[120757],"[15844, 223]",[4354],main
fact_003155, pairs ,或被,buch,[113671],"[16354, 223]",[48510],main
fact_003156, cites ,rash,习惯了,[118045],"[75848, 223]",[68168],main
fact_003157, names ,除法,之国,[67622],"[6362, 223]",[117888],main
fact_003158, keys ,Inter,.call,[8426],"[18222, 223]",[65158],main
fact_003159, binds ,家庄,έα,[51164],"[51906, 223]",[44124],main
fact_003160, knows ,小时,TRUE,[7707],"[11457, 223]",[55602],main
fact_003161, stores ,Vector,他俩,[32867],"[16765, 223]",[86187],main
fact_003162, maps ,aide,opat,[115907],"[17942, 223]",[83609],main
fact_003163, tags ,ivate,oplasmic,[2888],"[27634, 223]",[50840],main
fact_003164, marks ,_NO,仑,[92630],"[15844, 223]",[39971],main
fact_003165, pairs ,τερ,通常是,[104420],"[16354, 223]",[65045],main
fact_003166, cites ,紧盯,让它,[112560],"[75848, 223]",[59025],main
fact_003167, names ,石的,oelectric,[77100],"[6362, 223]",[46461],main
fact_003168, keys ,官司,江南,[95181],"[18222, 223]",[27970],main
